722026 HOMESTEAD AFB          FL  -5  N25 29  W080 23     5  1012
 1991-2010
 MO AVGLO FL SDGLO AVDIR FL SDDIR AVDIF FL SDDIF AVETR AETRN  TOT  OPQ   H2O   TAU  MAX_T  MIN_T  AVG_T  AVGDT  RH  HTDD  CLDD AVWS
  6  5207 K4  1500  3386 K6  1868  2633 K4   482 11267 18082  8.0  7.2  4.69  0.21  30.30  23.40  26.42  27.39  82     0   256  3.0
  7  6460 K4  1297  5224 K6  1850  2476 K4   310 11123 17864  6.3  5.6  4.19  0.23  32.03  25.38  28.38  29.60  74     0   322  2.6
  8  5283 K4  1564  3955 K6  2027  2379 K4   412 10608 17281  6.9  5.9  4.79  0.22  32.45  25.10  28.29  29.53  78     0   324  2.4
  9  4783 K4  1654  4007 K6  2432  2017 K4   459  9649 16571  6.8  5.8  4.66  0.19  31.11  24.16  27.25  28.74  80     0   279  3.0
 10  4303 K4  1342  4185 K6  2506  1754 K4   490  8312 15844  6.4  5.8  4.12  0.14  28.71  22.60  25.62  26.94  80     0   227  4.6
 11  3958 K4   833  4798 K6  2058  1423 K4   405  6993 15197  5.0  4.5  3.02  0.11  26.12  18.59  22.19  23.83  78     3   124  5.0
 12  3600 K4   750  4798 K6  2280  1273 K4   438  6314 14878  5.7  5.1  2.35  0.08  24.40  15.86  19.87  22.00  81    24    80  3.3
 13  5139 K4  1095  5071 K6  1100  1879 K4   510  9142 16523  5.7  5.1  3.36  0.15  28.36  20.20  24.10  25.77  77    69  2249  3.4
 2000
  1  4253 K4   575  6334 K6  1628  1073 K4   360  6699 15132  4.0  3.8  2.10  0.07  23.60  14.22  19.03  21.43  78    34    52  3.9
  2  4827 K4  1301  6141 K6  2502  1289 K4   401  7910 15790  4.4  4.3  2.21  0.08  24.00  15.20  19.59  21.47  78    19    55  4.2
  3  5642 K4   981  5707 K6  1947  1955 K4   452  9340 16558  5.5  5.1  2.64  0.11  26.65  18.13  22.34  24.26  77     0   126  3.8
  4  6398 K4  1466  5977 K6  2393  2135 K4   513 10473 17279  4.6  4.3  2.51  0.15  27.34  18.17  22.71  24.49  74     0   133  4.1
  5  6755 K4  1032  5724 K6  1750  2455 K4   431 11087 17844  5.4  4.9  3.14  0.19  28.90  21.81  25.33  26.73  75     0   218  3.5
  6  6326 K4  1286  4917 K6  1917  2546 K4   384 11267 18082  7.0  5.8  4.40  0.21  30.10  23.70  26.80  27.89  80     0   257  3.1
