722104 ST PETERSBURG ALBERT W FL  -5  N27 46  W082 38     2  1013
 1991-2010
 MO AVGLO FL SDGLO AVDIR FL SDDIR AVDIF FL SDDIF AVETR AETRN  TOT  OPQ   H2O   TAU  MAX_T  MIN_T  AVG_T  AVGDT  RH  HTDD  CLDD AVWS
  3  5632 K4  1454  6075 K6  2591  1742 K4   451  9118 16535  2.9  2.7  2.61  0.11  25.19  16.89  20.63  22.05  81    22   106  4.2
  4  6617 K4  1348  6535 K6  2209  1984 K4   460 10387 17363  2.5  2.4  3.30  0.15  28.17  21.46  24.32  25.59  75     0   194  3.8
  5  7015 K4  1029  6150 K6  1625  2440 K4   368 11120 18021  2.4  2.3  3.32  0.19  30.32  22.83  26.04  27.13  70     0   256  4.8
  6  6022 K4  1390  4298 K6  2089  2661 K4   325 11358 18308  5.2  4.4  4.79  0.21  30.92  24.26  27.03  27.93  77     0   278  4.0
  7  5988 K4  1116  4446 K6  1628  2572 K4   333 11183 18063  4.3  3.6  4.95  0.23  30.95  25.31  27.78  28.52  80     0   304  3.4
  8  5561 K4  1351  4379 K6  1955  2315 K4   303 10568 17396  4.5  3.7  4.89  0.22  31.03  25.07  27.67  28.58  75     0   301  3.9
  9  5050 K4  1323  4202 K6  2195  2134 K4   358  9481 16588  4.6  3.8  5.13  0.19  30.97  24.77  27.47  28.42  80     0   286  4.6
 10  4984 K4   917  5629 K6  1760  1591 K4   304  8027 15751  2.4  2.2  4.06  0.14  29.52  23.48  26.05  27.18  79     0   253  3.8
 11  3755 K4  1028  4716 K6  2327  1278 K4   368  6635 15010  3.3  3.1  2.67  0.11  24.27  16.40  19.88  21.18  74    20    80  4.2
 12  3123 K4  1088  4226 K6  2722  1128 K4   404  5935 14647  4.7  4.3  2.25  0.08  19.85  12.81  16.05  17.10  81    75    13  3.9
 13  5105 K4  1267  5009 K6   848  1864 K4   562  8981 16524  3.8  3.4  3.57  0.15  26.88  20.01  23.01  24.10  76   253  2132  4.0
 2003
  1  4037 K4   541  6157 K6  1642  1053 K4   350  6344 14930  1.8  1.7  1.58  0.07  17.52   9.32  13.12  14.47  73   154     1  3.6
